ID,Selected Content,Answer
305,"First off, the staff. They have been so accommodating and easy to deal with and have gone above and beyond to help us out.",Staff
305,all the restaurants were closed. Richard was amazing and whipped us up an excellent pizza even though they were long since closed.,Food
306,"Good place ,",Facility
306,"excellent stuff,",Staff
307,"The modern, nice hotel,",Facility
307,accommodation for one night before departure.,Location
307,The hotel arranged a taxi to the airport for 15 €,Staff
308,Wonderful people on reception and in the restaurant :) always smiling and glad to help,Staff
308,"it was soo nice and cosy, made me feel welcome from the first moment of arrival",Facility
309,The management/husband and wife/were fantastic as were all the staff!,Staff
311,"Very clean, Nice freshly decorated rooms.",Room
311,"staff very welcoming and helpful, quick response when asking about bringing them.",Staff
311,"Pet friendly hotel, highly recommended we had no extra charge for our dogs,",Facility
312,"the place was very clean, and everything was very clean.",Facility
312,and there’s an incredibly kind and helpful staff. they were very flexible about our strange schedule.,Staff
312,food was delicious,Food
312,the airport is very close and the beach is a five minute walk away.,Location
312,the pool is tiny,Facility
312,and the bathrooms can smell like bad plumbing.,Room
313,Super friendly staff.,Staff
313,"Nicely renovated and clean hotel, Quiet street with sufficient parking facilities.",Facility
313,Quiet street with sufficient parking facilities.,Location
313,Fantastic value for money.,Price
314,"fresh just renovated, with good wifi,",Facility
314,"in 5 minutes from airport,",Location
314,super fast checkin/checkout,Check-in
314,super fast checkin/checkout,Check-out
315,it’s was exceptionally clean,Room
315,and staff all very friendly,Staff
316,Perfect location to McKenzie Beach and only a 30 minute walk to the central marina.,Location
316,Everyone was very accommodating and welcoming.,Staff
316,A nice addition to the very clean and tidy room is Netflix.,Room
318,Staff were very friendly and extremely helpful.,Staff
318,"A lovely family hotel, refurbished during the main Corona period.",Facility
318,In a quiet area 10 minutes from Larnaca airport. Only 6 minutes walk down to the beach & restaurants.,Location
318,"Refurbishment not totally complete, so safety box wasn’t working., so could do with one more double hook in bathroom for towels.",Room
319,"The receptionist was waiting for me to arrive, even though it was after the usual open hours.",Staff
319,"The room was very clean, a bit small though, but the bathroom was spacious and the bed was comfortable.",Room
319,"The room was very clean, a bit small though,",Room
321,Well organised and clean,Room
322,"Excellent everything., The place was clean, spacious and really nice.",Facility
322,"We got there early, around 10 am and they had our room ready.",Staff
322,It was a pleasant walk to the sea,Location
322,but there was not much else to do close by.,Location
322,More restaurants.,Food
323,"I stayed in this hotel (twice) because of the location to the airport., It is a 10 minute walk to Makenzie Beach and those restaurants, but it also has a nice patio restaurant for a meal or cocktail.",Location
323,"But, I found it be clean, modern, comfortable, but they have nice amenities (fridge, coffee making, AC, nice balcony) and are spotless and comfortable.",Room
323,and great value for money.,Price
323,"The rooms are a bit small,",Room
323,The staff is nice and it's very welcoming.,Staff
324,"Room was excellent, very clean and everything seems fairly new.",Room
324,Staff was very helpful.,Staff
324,"Location is also very good if you have a morning flight, airport is a 7 min drive away.",Location
324,"The noise from the hallway was very loud, the doors are not sound proofed at all and we couldn't sleep because of the noise that was coming around 11, 12, 1 AM.",Room
326,Clean and freshly renovated room,Room
327,It’s location was ideal for the purpose of our stay because it’s close to the Larnaca AirPort.,Location
327,The host of the Hotel was so kind and helpful. Always a smile on his face with great energy and amazing hospitality making sure we had a great stay.,Staff
328,"Everything was very clean, the bed was comfortable, spacious bathroom.",Room
328,The beach is very close and the bus to the airport is only 50 meters away.,Location
328,"The room was a bit cramped, but we could fit. It may have been a unique case, but a rather disturbing odor of sewage came out of the drains.",Room
328,but a rather disturbing odor of sewage came out of the drains. The smell could be felt on the street that day as well.,Location
330,The staff was exceptional. They were really customer-centric and kind.,Staff
330,The breakfast was really delicious too 😊,Food
332,"The staff was super nice!
  We needed a taxi for the airport and they've helped us book it for a really good price (better than everything we've seen online).",Staff
332,"The room was really clean and the bed was comfortable,",Room
332,"The wifi in the room wasn't great. We had to work that day so we needed a strong wifi,",Room
332,but there is a Cafe Nero 10 minutes away which was perfect.,Location
333,Breakfast was exceptional,Food
333,Size of room was a bit small,Room
334,"Absolutely clean, Ultimate hygiene. Very clean .",Room
334,"and friendly staff., Staff and owners very friendly and helpful .",Staff
334,Very economic .,Price
334,Location is great .,Location
335,"A modern, clean, friendly",Room
335,friendly,Staff
335,and all you need for a great Holiday.,Facility
336,Exceptionally friendly and helpful.,Staff
336,Tastefully decorated room and super comfy bed.,Room
336,Dinner and breakfast were freshly made and very tasty.,Food
338,The family running this hotel are very friendly and welcoming! They gave us a free room upgrade.,Staff
338,The building and the hotel are brand new. Spotlessly clean.,Facility
338,"Walking distance to the beach, restaurants and shops. It is away from traffic.",Location
338,Fully stocked minibar with coffee and tea-making facilities.,Room
338,Value for money.,Price
338,On the 4th floor with all the windows and balcony doors locked we could still hear some outside noise.,Room
339,It’s definitely one of the best accommodations I’ve ever been in. Very friendly and comfortable atmosphere.,Facility
339,"Everything was just good:
  Clean rooms, cleaning every day; Strong wi-fi at any time;",Room
339,Great staff and very pleasant hosts;,Staff
339,Garnish restaurant on the ground is amazing! The owner is a very kind person and creative chef.,Food
342,Extremely friendly people work at La Veranda! they helped us in any possible way.,Staff
343,"great friendly staff, very welcoming, the owner took me personally to our room, and gave me a prime parking spot.
  he introduced us to his daughter who was learning the trade and she was super nice and helpful.
  couldn't have been more pleased",Staff
344,Great location 5 min walk to beach,Location
344,"And amenities , staff very good and helpful,",Staff
344,rooms were comfortable snd very clean,Room
345,Very modern and clean,Room
346,Clean,Room
346,and good communication.,Staff
346,Booked a taxi from the airport was a no show.,Taxi-issue
347,A family run hotel.,Facility
347,Exceptional staff who were so friendly and keen to please.,Staff
347,Rooms were also exceptional in their cleanliness and although compact had everything that you might need for your stay. I,Room
347,Rooms were also exceptional in their cleanliness and although compact,Room
347,Also only 10 minutes walk from beach and loads of restaurants.,Location
348,"Staff and owners were very welcoming,",Staff
348,"breakfast was a typical Cypriot one,",Food
348,the inside is excellent compared to the view from outside,Facility
348,"not much parking around the property which was an apartment before being converted into this hotel, the inside is excellent compared to the view from outside",Facility
348,Aircraft noise does not bother me but the noise from aircraft landing and taking off may be an issue if you have young family or just want a quiet area,Location
349,Very friendly and helpful staff.,Staff
349,Clean rooms. Comfortable bed.,Room
349,Close to bus stop.,Location
349,Slight smell from toilet after night.,Room
349,Pretty far from major tourist spots.,Location
350,6 mins drive from the airport,Location
350,"Lovely clean room
  Comfortable bed",Room
350,Easy parking,Facility
350,Lovely helpful staff,Staff
351,"Clean, modern room, with comfy bed and great air conditioning.",Room
351,Fab location Close to Mackenzie beach and bars.,Location
352,"Super clean, good beds.",Room
353,Very clean and comfy room with balcony,Room
353,"Simple clear contemporary decoration, This hotel being new",Facility
353,Near the airport,Location
353,Friendly staff.,Staff
353,Healthy breakfast.,Food
353,Weak WiFi,Room
353,"the staff , although very friendly , still needs to improve its organisation and collaboration",Staff
353,Pool is very tiny.,Facility
353,Far from centre town.,Location
354,"Very nice staff,",Staff
354,very clean and a home-experience.,Room
355,"We’ve chosen La Veranda as we had an early flight from Larnaka airport, There is a beach strip nearby with various restaurants for every taste",Location
355,"Breakfast in the hotel was great,",Food
356,"The communication prior to arriving was brilliant. The staff at the hotel were friendly, polite and nothing was too much for them. Always willing to help in anyway which made our stay enjoyable.",Staff
356,Extremely clean too.,Room
357,"Staff is friendly,",Staff
357,hotel is comfortable and clean,Facility
358,Location close to airport,Location
361,The location near Makanzie Beach6,Location
362,"Excellent service, very kind and helpful staff,",Staff
362,the room with a balcony overlooking Makenzy and Salt Lake made an amazing impression.,Room
362,"I recommend the breakfasts, which are really delicious.",Food
363,"The staff were exceptionally attentive to ensuring that our stay was pleasent. Hospitality was great,",Staff
364,Loads of bars and restaurants 5 mins walk away on the beach.,Location
364,Really friendly and accomodating hosts.,Staff
365,We arrived in the night and were checked-in quickly,Check-in
365,"The hotel had been just renovated, very convenient for our short stay in Larnaka.",Facility
366,"Especially,the chef of La Vernada Hotel is perfest,he made delicious breakfast,lunch and dinner and his food is better than a 5star hotel. and the prices of the food are very good and are not expensive.Absolutely fantastic hotel with an excellent chef that make this hotel perfect.",Food
366,"Moreover,the price of his hotel and the prices of the food are very good and are not expensive.",Price
367,Friendly Staff.,Staff
367,Nice room with comfortable beds and nice bathroom.,Room
367,Good choice for travelers in larnaca,Location
368,Clean,Room
368,and perfect location.,Location
369,The food was amazing at the restaurant,Food
369,Mostly the bathroom floor sink was closed with tapes and there was bugs under it.,Room
370,"Extremely clean, newly renovated, efficiently run,",Room
370,good location from the airport and sea.,Location
371,People working here are the best ever,Staff
373,I stayed for a couple of nights so that I could quickly get to the airport.,Location
373,"Cozy, clean hotel, Nice place,",Facility
373,with wonderful staff.,Staff
373,"Can also enjoy delicious breakfast, if desired.",Food
374,Location is great.,Location
374,"Rooms were a great size, very clean, modern and comfy.",Room
374,Pool could of been bigger,Facility
375,The food he creates is outstanding and delicious. Even the simplest of food ie. chicken burger and salad was made to taste exceptional. Richard cooks from the heart.,Food
375,"Overall the hotel is well situated,",Facility
375,the rooms are stylish and the beds very comfortable.,Room
375,The staff are helpful and friendly.,Staff
376,"It was very clean, very comfortable easily a 5 star hotel. Very welcoming,",Facility
376,5 minute walk to the beach.,Location
376,"The chef is incredible and very friendly, the kind of person who loves nothing more than you enjoying his food!",Food
377,Staff very polite and helpful.,Staff
377,Rooms are clean.,Room
377,Breakfast was delicious.,Food
377,"Hotel is near to the beach, airport and bus station.",Location
378,The staff was very friendly.,Staff
378,The room was very clean and comfortable.,Room
378,The food was delicious.,Food
379,"were pleased by staff, Hotel administrator helped us with taxi.",Staff
379,and got early breakfast as well as had nice evening in bar.,Food
379,"Clean rooms, comfortable beds -",Room
380,Very nice and helpful staff able to go an extra mile for your satisfaction. I was very satisfied with their service,Staff
380,"This hotel has great location, because it is very close to the airport, beaches and entertainment.",Location
380,"Rooms vere very spacy, quiet, tidy with a modern design.",Room
380,Breakfasts were tasty!,Food
380,More options for breakfast.,Food
381,"great location,walking distance to the beach and close to the airport.",Location
381,interior was clearly recently renovated.,Facility
381,staff was very friendly,Staff
383,Very friendly and helpful staff.,Staff
383,Clean facilities.,Facility
383,Good breakfast,Food
384,"Amazing hotel,",Facility
384,"new, clean,",Room
384,staff & management are great,Staff
385,Excellent service.,Staff
388,Very friendly and effective employees and owners.,Staff
388,Brand new fittings and furniture.,Facility
388,Excellent location near the airport and the beach.,Location
388,Very clean and quite.,Room
389,"Great location! Convenient to the airport and the beach. 5 minutes away from the airport and within walking distance to the beach, restaurants, and other amenities this is the place for you",Location
389,Professional and friendly staff.,Staff
389,"If you are looking to an affordable, clean hotel this is the place for you",Facility
390,Very good service,Staff
391,it is recently renovated building,Facility
391,therefore the rooms were nice and clean.,Room
391,Mackenzie Beach promenade is 5 min walk.,Location
391,close surroundings are not that exciting and clean,Location
392,"Nice location,",Location
392,"excellent rooms,",Room
392,very friendly staff!,Staff
393,"Very clean & modern,",Room
393,good customer service,Staff
393,and restaurant/bar very reasonably priced and quality,Food
394,Check in was quick and easy,Check-in
394,"Check in was quick and easy by polite, friendly hotel managers.",Staff
394,Great service by Richard (bar manager).,Food
394,"Rooms very clean, good quality bed linen and towels, A/C, flat screen tv.",Room
394,"Located 7 minutes walk from beach, restaurants and supermarket. Airport 10 mins by taxi. Larnaca centre 10 mins by bus or about 30 mins walking.",Location
396,"Very clean, nice renovated rooms,",Room
396,staff was fantastic,Staff
396,and price was great,Price
396,"Need some renovation in lobby and common areas, as well as for the elevator.
  During night lights in common areas didn't work well.",Facility
398,"Very modern and clean. Netflix in room an unexpected surprise, No views",Room
398,"Netflix in room an unexpected surprise, but beware, difficult to sign back out of your account!, No views, Room small. But I had the smallest I think.",Room
398,but a short walk to nice beach bars. Close to airport.,Location
399,Amazing staff. I met the owners at the reception and they took care of my girl,Staff
399,and the room was clean and ready by 12 to check in.,Room
399,and the room was clean and ready by 12 to check in.,Check-in
401,The room was fresh and clean.,Room
401,Friendly staff.,Staff
402,near Mackenzie Beach just 2 min walk.,Location
402,"The staff is superb,",Staff
402,clean and spacious rooms.,Room
404,A bit small rooms,Room
407,"Nice modern bedroom,",Room
407,nice greek breakfast,Food
407,"and hotel great location,",Location
409,This hotel was excellent and exceeded all my expectations.,Facility
409,"The restaurant had delicious food, the service was incredible,",Food
409,rooms were to a very high standard and clean.,Room
409,"I am very pleased to stay here and grateful for the staff, they have been helpful, kind and professional.",Staff
410,"The location is amazing. Being close to the airport in Larnaka makes travelling easier. Also being right next to the Salt Lake is a must-see especially if there is a good sunset. 
  Within a 10 minute walk you can be on MacKenzie beach which is well maintained and cleaner than other beaches we seen in Larnaka. The hotel is next to a bus stop for travelling between downtown and other locations. Very handy since we didn’t hire a car.",Location
410,"The staff make this hotel great. They are friendly, warm, helpful. Always willing to do more to make the guest have a better stay.",Staff
410,"The recently renovated room is about as clean as it could be. The facilities are modern and new. The shower is amazing for couples to use together. The balcony is a nice addition to an already fresh, well presented room. 
  The double bed is extremely comfortable and the new bedding was a delight. It is hard to get a comfortable sheet to sleep with in a country as warm as Cyprus but we were happy with everything offered by the hotel. 
  The minibar was extremely reasonably priced and well stocked. 
  Aircon perfect, easy to use. 
  Wifi great when we used it.",Room
410,The front of the hotel is an extremely nice place to unwind in the evening.,Facility
410,Minor point: a bar for hanging clothes in the room was the only thing we felt was missing to improve our stay.,Room
412,"Superbly refurbished, with high-tech displays “clean/DnD” outside.",Room
412,Taller people be careful of doorway leading to elevator - being 190 i head-bumped…,Facility
414,"Great staff,",Staff
414,"very clean and modern rooms,",Room
414,great value,Price
416,The staff and hosts were great!,Staff
416,Quiet place! Pet friendly!,Facility
416,Value for money!,Price
417,Close to airport - just 7-10 min by taxi (15€).,Location
417,"Clean, fresh rooms with all you need for overnight stay.",Room
417,Very friendly staff.,Staff
419,"Very friendly and helpful staff,",Staff
419,"comfortable rooms,",Room
419,great location.,Location
420,A LITTLE BIT FAR FROM SEA,Location
421,"steps to Makenzy beach, cafés, and restaurants. Easy access to nightlife.",Location
421,The building is very clean and made for a comfortable stay.,Facility
421,The staff made me feel welcome and was very helpful when asking about things to do.,Staff
422,"This hotel is very new and completely renovated. It’s spotless clean, comfortable. Free parking,",Facility
422,and very good service from the family that owns it. We felt very welcome.,Staff
422,he room is completely new and very clean. The mini bar was really well equipped and very cheap.,Room
422,close to the city and very accessible by any transportation.,Location
423,Staff was amazing and very welcoming.,Staff
423,Rooms are so clean and comfortable with variety of snacks at very affordable price.,Room
423,Walking distance from the beach and very easy access to public transportation,Location
424,Family room that fits a family of five.,Room
424,Fantastic breakfast.,Food
424,Close to jogging trails along the lake and close to the airport.,Location
424,Plus a super friendly staff.,Staff
425,The room sizes were excellent for the wheelchair.,Room
425,"The hotel was airy and light.
  The hotel was nice and very clean.",Facility
425,It was great accessibility to where we wanted to be.,Location
425,The breakfast could have had more variety. They had no cereal on offer at all. They had no ordinary tea on offer. It was al Earl Grey. No proper plan tea.,Food
425,This hotel is accessible to wheelchairs but there ramps are not to EU regulations. VERY STEEP. They really need to sort this. The ramp right outside is very dangerous. I am surprised I wasn't wheeled of this ramp.,Facility
426,comfortable bed lovely soft duvet and pillows.good shower,Room
426,2 times noise in week 4 a.m from people picking rubbish into large lorries .,Location
427,spotlessly clean,Room
427,and the staff were so helpful.,Staff
427,it was not on the beach front as we were under the impression it was.,Location
428,very clean,Room
428,not enough pillows,Room
429,Quiet location.,Location
429,Bed was very soft and uncomfortable for me.,Room
429,Parking was very limited.,Facility
430,"Windows should be closed, as the front building looks right into your room.",Room
431,The room was large and had a nice balcony.,Room
431,The bus stop into town was around the corner.,Location
431,There was nothing close by for a mini Mart.,Location
431,The restaurant was decent.,Food
432,Clean and comfortable. Cute balconies.,Room
432,Short walk to Mckenzie beach.,Location
432,Street parking.,Facility
433,"I really liked how polite and friendly the staff was,",Staff
433,I also liked the size of the room an the bed,Room
433,"- the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass
  - the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy
  - the bin is rusty
  - the mirror is weirdly placed, on the right of the sink
  - due to the placement of the curtains, a lot of light gets in the room in the morning",Room
433,"there is no designated parking, you just park wherever you find",Facility
433,"- we have requested late check out (1pm) which we got and we appreciate it. However, we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",Staff
434,Near to the airport,Location
434,There was some kind of unpleasant smell in the bathroom,Room
435,close to the airports,Location
435,this is a guesthouse that is priced like a hotel,Price
436,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,Staff
436,The room was perfectly clean.,Room
436,"This is a good transitioning for one night, like I had. Or just to sleep over.
  Central location.",Location
436,"Size of the room is one of the smallest I have ever seen. There is no space for the suitcase nor a wardrobe. No sitting area.
  There is a terrace which Sun hits all the time,",Room
436,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,Price
437,"It was clean, the beds were comfortable.",Room
437,For what you get it was a bit expensive.,Price
437,The rooms were a bit small for a suite.,Room
437,No breakfast included. We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Food
438,Very friendly people.,Staff
438,Very spacious and clean room.,Room
438,Very close to the Larnaka airport as we needed it to be.,Location
438,"The duvet was for the winter and even with 23 degrees Celsius on the a/c it was unbearable!
  No simple sheets on the bed either...we could not open the windows because it was very very noisy. 
  Also the windows had no soundproofing whatsoever because the noise was too much!! Also the room had a hair dryer and a kettle that we could not use because the plugs did not fit the sockets and the hotel didn't provide adaptors...So no use of that service in the room either!",Room
439,Usefully located hotel in between city centre and airport.,Location
439,Restaurant stayed open reasonably late so I could eat after an evening arrival in Cyprus.,Food
439,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Food
439,Room quite small.,Room
440,Friendly Staff!,Staff
440,Very modern rooms,Room
440,"Bath room was cleaned rather superficially, so that medium nice with hair not being removed.",Room
441,"Break fast was PERFECT,",Food
441,the room was PERFECT.,Room
441,Some issues with internet,Facility
441,"Some issues with internet and location, bit far from the center,",Location
441,but very quite Area around.,Location
441,Cold floor in the room :-),Room
442,Breakfast was very filling. It was located on the table in front of us (funny question).,Food
442,Room was a little cold.,Room
442,The hotel hadn’t yet opened up for the season.,Facility
442,It was a little hard to find.,Location
443,"clean room,",Room
443,friendly staff,Staff
443,"off season, so no bar / restaurant/ pool, which was not clear on booking.",Facility
444,nice and very clean.,Room
444,that they couldn’t wait for 15min as i had just fractured my ankle and need to change my bandage and the Lady of the house was literally standing next to the door with a cleaner to clean the room. so i left without changing my bandage and had to do it outside on the street.,Staff
445,Nice clean little hotel,Facility
445,next to the airport,Location
445,Breakfast was below average,Food
447,the staff were lovely,Staff
447,The bed and pillows were very uncomfortable and the telly was not working properly,Room
448,Clean room. comfortable bed,Room
448,Good location for makenzie beach.,Location
448,Staff was excellent,Staff
448,"Complimentary coffee/tea in our bedroom was not replenished after the first night. Only one coffee sachet for a double room. 
  Whatever was used from the fridge was also not replenished.
  There were no thin curtains to allow for some light to come through into the bedroom; and so you had to draw the thick curtains if you wanted privacy.",Room
449,Close to the airport,Location
449,We booked a taxi at 04:30 in the morning to go to the airport. Very frustrating that the host didnt inform us that his taxi had a double Booking instead of ordening another for us.,Staff
450,Friendly and Helpful Staff.,Staff
450,Room Cleanliness,Room
451,Property is perfectly located close from the airport and close to the famous Makenzie Beach.,Location
451,Neat and modern hotel facility.,Facility
451,"Property feels cold without an warm inviting atmosphere, as it’s to minimalistic.",Facility
451,Rooms are a nice size but is unfortunately situated on top of the outside bar area. Twin beds are provided and the pillows is not comfortable at all. The shower in the bathroom is open in-front which results in the whole floor being wet. Property have a great potential with some care.,Room
453,close to mackenzie beach,Location
453,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic), very noisy guests.",Room
453,asked for double bed and got two single beds next to eachother,Staff
453,"Waited 10 minutes for someone to come greet us for check in, no one on desk 
  Guy on desk told us we had not paid but we did 
  then he took a picture of my passport which no hotel does at all which was very strange ?????",Check-in
454,Very noisy neighborhood,Location
455,It’s clean. The pictures of the room are accurate,Room
455,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear.",Location
455,"the pool not even to be considered, the overall hotel installation is badly maintained. It’s in front of a pension. The lift broke. The pictures of the room are accurate but fot the hotel installation and pool have a look to ‘Pasithea Apartments’",Facility
455,"The aircon was too strong so we’d opened the windows, big mistake! Very noisy (I’ve asked quiet room).",Room
455,the guy was offended becawe asked to see the room before paying….,Staff
456,-No free breakfast option.,Food
456,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.
  -wifi is not good",Room
456,"Location is good. Convenient by taxi to city Center,airport and beach.",Location
456,rooms are very well maintained.,Room
456,-The sandwiches and hummus by the chef were delicious.,Food
456,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition.,Staff
456,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Staff
456,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Booking-issue
457,I like the quietness and it’s close to airport,Location
457,The way room are furnished is not comfortable,Room
458,facilities are limited.,Facility
458,"Noisy. Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Room
458,Limited food options,Food
459,"Very comfortable bed, room very new and comfortable.",Room
459,"TV did not work,",Room
459,garbage truck passes at 3 a.m with an incredible noise.,Location
460,Location was excellent,Location
460,and staff was very polite.,Staff
460,Room was very clean upon arrival,Room
460,Rate was very expensive for what it offered.,Price
460,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels. There were not even hangers for clothes in the closet",Room
461,The people working there were kind and responsive. I feel bad writing a negative review because they were kind,Staff
461,Our plumbing had complications twice.,Room
461,"Moreover, the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift. These cookies are only made in Thessaloniki and cost us 25 euros. When we asked if they had seem them, the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions. It was nice that they tried, but they should be refunding us for the cookies we lost. I feel bad writing a negative review because they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings. I was extremely disappointed in how they dealt with the situation, and that they thought it was acceptable to take an edible gift out of a trash room and continue as if nothing happened.",Staff
462,"excellent location,",Location
462,clean and modern.,Room
463,cleanliness,Room
464,"The room was nice and clean, the two beds were set up as we requested",Room
464,There wasn’t a fan in the bathroom so opening the window was required,Room
465,"Room fresh, clean and modern. Same as shown in photos.",Room
465,"Calm area, close to the beach, many restaurants and coffee shops there. 
  Bus station very close.",Location
465,Breakfast above expectations.,Food
466,"Hotel is very close to the airport, nice place to stay if you arrive late at night.",Location
467,Liked the happy and smiling welcome that greets you once you arrive at the property.,Staff
468,"Nice staff,",Staff
468,room very nice and clean.,Room
468,Swimming pool could be cleaner.,Facility
469,Very helpful and knowledgeable staff.,Staff
469,Rooms are updated and clean.,Room
470,Nice and clean.,Room
470,Owners very nice and friendly.,Staff
471,"Very clean, modern rooms, comfortable bed and good shower.",Room
471,Very helpful staff.,Staff
471,Exceptional value for money,Price
471,and very close to beach.,Location
471,Maybe a little way from main town,Location
472,Very friendly atmosphere. A family business where you feel like at home. The hotel is very comfortable.,Facility
472,Huge and delicious breakfast.,Food
473,Friendly staff and service.,Staff
473,Very nice rooms. Clean.,Room
474,"Clean, smart devices.",Room
474,"Overpriced for its facilities,",Price
474,if you're lucky you may have the only one parking in the side.,Facility
474,Very poor lunch (breakfast),Food
475,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Room
477,Very kind staff.,Staff
477,"Delicious food,",Food
477,impeccable cleanliness.,Room
478,"The kindness of the staff,",Staff
478,the cleanliness of the room.,Room
480,French speaking and competent staff.,Staff
481,The cleanest place I stayed in Cyprus!,Facility
481,The staff is kind and welcoming.,Staff
482,"pleasant accommodation,",Facility
482,"helpful reception,",Staff
482,cleanliness,Room
482,the rooms were not soundproofed enough,Room
483,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Staff
483,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Location
483,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Room
484,"Nice room, very clean.",Room
484,Convenient because close to the airport.,Location
484,Very kind and helpful staff.,Staff
484,"We had dinner in the evening, it was very good.",Food
484,Just a bit far from town,Location
484,Room a bit small,Room
486,"The room was very clean and very spacious.
  The mattresses and pillows were excellent.",Room
486,The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Room
489,nice and comfortable small room.,Room
489,Early November: good availability of free parking spaces at the bottom of the hotel.,Facility
489,"The beach is 10 minutes walk, the airport 10 minutes by bus.",Location
489,Friendly staff and very good advice,Staff
490,Proximity to the airport,Location
490,and excellent cuisine,Food
491,"Practical rooms, balconies in each room.",Room
491,good location for the airport.,Location
491,Listening staff.,Staff
491,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Room
492,"Hotel near the airport, ideal for a late arrival or a very early departure",Location
492,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling",Room
492,"Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Location
493,"nice, clean and neat.",Room
493,super sweet hosts,Staff
494,Very clean hotel,Facility
494,Very kind staff,Staff
494,Very close to the airport,Location
496,"Great location close to the airport,",Location
496,friendly service,Staff
496,and delicious breakfasts.,Food
497,Perfect hotel.,Facility
497,"welcoming and helpful staff. and I thank Tony for his welcome and his smile, it's so rare.",Staff
497,the room was spacious.and clean.,Room
497,the restaurant is very varied.,Food
497,as well as the location close to the airport and the beach as well as many restaurants and snacks.,Location
498,"Great welcome, very pleasant contact, very helpful",Staff
498,Access to the airport is close,Location
498,"Access to the airport is close but not so easy with the bus, when you do not know",Location
499,The hotel is located close to Larnaca airport.,Location
499,"Very helpful staff,",Staff
499,"the room had everything you need, and also the bathroom. Clean and cozy.",Room
500,"The accommodation itself is very good., and on the other hand, if you go by car, even though there is an open-air car park very close,",Facility
500,It is very central.,Location
500,The problem is finding it. It is located in an alley and google maps went crazy. Now I understand why they sent me a photo of how to locate the street.,Location
500,but the guests in the upper apartment didn't stop making noise at 3am,Room
500,"and on the other hand, if you go by car, even though there is an open-air car park very close, it's a real odyssey to be able to park. We had to leave the car far away.",Facility
501,The hotel is very clean,Facility
501,and close to the airport.,Location
501,"Simple and comfortable rooms, you can see that there is care in the place.",Room
501,"The restaurant in the hotel lobby is good,",Food
501,although it took a relatively long time for our food to be ready.,Food
502,It's a clean and good hotel,Facility
502,and the service is also great,Staff
503,"Close to the field,",Location
503,"the staff is nice,",Staff
503,"the room is restful and pleasant, clean and renovated, The bed is comfortable and so is the shower",Room
503,"The environment is a bit unfriendly for walking, there is a lot of construction and the roads are bumpy",Location
504,Everything is a perfect boutique hotel,Facility
505,"Modern furnished and very clean room,",Room
505,friendly staff.,Staff
505,"Nice restaurant in the house, great coffee!",Food
505,"Close to the city center, the airport and the sea.",Location
505,Price/performance is totally right.,Price
506,"cleanliness, simple and modern furnishings but new like the whole structure",Room
507,"The hotel is very modernly furnished,",Facility
507,the room is spacious enough with an above-standard large bathroom.,Room
507,The staff at the reception willingly arranged a ride to the airport for us.,Staff
509,"Nice facility,",Facility
